customer_name,customer_key,custome_number,Age,Age_group,cx_segment,last_order_date,recency,total_orders,total_sales,total_quantity,total_products,lifespan,AOV,AMS
Adriana Rodriguez,13564,AW00024563,66,50 and Above,Regular,2013-07-26,145,1,6,2,2,145,6,0.0413793103448276
Adriana Sai,5406,AW00016405,53,50 and Above,Regular,2013-02-13,150,2,3262,3,3,162,1631,20.1358024691358
Adriana Sanchez,16909,AW00027908,44,40 - 49,Regular,2013-05-28,147,1,786,3,3,147,786,5.3469387755102
Adriana Sara,4147,AW00015146,49,40 - 49,Regular,2013-07-13,145,2,162,6,6,145,81,1.11724137931034
Adriana Smith,7703,AW00018702,52,50 and Above,VIP,2013-02-25,150,2,5333,3,3,170,2666,31.3705882352941
Adriana Subram,12425,AW00023424,42,40 - 49,Regular,2013-04-18,148,1,29,2,2,148,29,0.195945945945946
Adriana Suri,7464,AW00018463,67,50 and Above,Regular,2013-12-02,140,2,4725,4,4,170,2362,27.7941176470588
Adriana Vance,15984,AW00026983,47,40 - 49,Regular,2013-12-27,140,1,1745,3,3,140,1745,12.4642857142857
Adrienne Alvarez,6068,AW00017067,49,40 - 49,Regular,2013-12-21,140,2,114,4,4,144,57,0.791666666666667
Adrienne Blanco,7133,AW00018132,64,50 and Above,Regular,2013-09-09,143,2,3034,4,4,167,1517,18.1676646706587
Adrienne Dominguez,12393,AW00023392,47,40 - 49,Regular,2013-08-29,144,1,554,3,3,144,554,3.84722222222222
Adrienne Gill,3954,AW00014953,57,50 and Above,Regular,2013-03-22,149,2,203,5,5,149,101,1.36241610738255
Adrienne Gomez,921,AW00011920,50,50 and Above,VIP,2013-12-11,140,3,8156,7,7,166,2718,49.1325301204819
Adrienne Gutierrez,7907,AW00018906,68,50 and Above,Regular,2012-12-29,152,2,4217,6,6,169,2108,24.9526627218935
Adrienne Hernandez,11669,AW00022668,48,40 - 49,Regular,2013-01-16,151,1,1174,2,2,151,1174,7.77483443708609
Adrienne Jim├⌐nez,13513,AW00024512,43,40 - 49,Regular,2013-07-13,145,1,33,1,1,145,33,0.227586206896552
Adrienne Martin,8953,AW00019952,45,40 - 49,Regular,2013-12-09,140,2,39,4,4,149,19,0.261744966442953
Adrienne Navarro,12628,AW00023627,64,50 and Above,Regular,2013-09-08,143,1,39,2,2,143,39,0.272727272727273
Adrienne Ortega,11517,AW00022516,41,40 - 49,Regular,2013-06-13,146,1,5,1,1,146,5,0.0342465753424658
Adrienne Ramos,17217,AW00028216,53,50 and Above,Regular,2013-03-02,149,1,7,2,2,149,7,0.0469798657718121
Adrienne Ruiz,2524,AW00013523,43,40 - 49,Regular,2013-06-26,146,2,67,4,4,147,33,0.45578231292517
Adrienne Sanz,5299,AW00016298,57,50 and Above,VIP,2013-10-01,142,3,7001,9,9,159,2333,44.0314465408805
Adrienne Serrano,4085,AW00015084,45,40 - 49,VIP,2013-07-27,145,3,7000,7,7,163,2333,42.9447852760736
Adrienne Suarez,13560,AW00024559,67,50 and Above,Regular,2013-09-30,143,1,6,2,2,143,6,0.041958041958042
Adrienne Torres,483,AW00011482,47,40 - 49,VIP,2013-09-10,143,3,8143,5,5,167,2714,48.7604790419162
Adrienne Vazquez,6597,AW00017596,53,50 and Above,Regular,2013-08-13,144,1,1751,2,2,144,1751,12.1597222222222
Aidan Alexander,6388,AW00017387,42,40 - 49,Regular,2013-04-03,148,3,148,10,9,150,49,0.986666666666667
Aidan Barnes,10655,AW00021654,56,50 and Above,Regular,2013-03-16,149,1,604,4,4,149,604,4.05369127516779
Aidan Bennett,7999,AW00018998,72,50 and Above,Regular,2013-12-06,140,1,1785,4,4,140,1785,12.75
Aidan Bryant,4365,AW00015364,55,50 and Above,Regular,2013-08-06,144,2,3184,5,5,160,1592,19.9
Aidan Butler,3491,AW00014490,61,50 and Above,Regular,2013-12-04,140,1,40,2,2,140,40,0.285714285714286
Aidan Coleman,9078,AW00020077,66,50 and Above,Regular,2013-11-01,141,1,633,5,5,141,633,4.48936170212766
Aidan Diaz,12847,AW00023846,51,50 and Above,Regular,2013-09-27,143,2,4828,3,3,166,2414,29.0843373493976
Aidan Flores,5887,AW00016886,65,50 and Above,Regular,2013-02-04,150,1,1730,3,3,150,1730,11.5333333333333
Aidan Foster,15446,AW00026445,49,40 - 49,Regular,2013-11-25,141,2,1938,3,3,159,969,12.188679245283
Aidan Gonzales,3110,AW00014109,45,40 - 49,Regular,2013-08-15,144,2,2701,2,2,160,1350,16.88125
Aidan Griffin,12718,AW00023717,72,50 and Above,Regular,2013-05-26,147,1,30,1,1,147,30,0.204081632653061
Aidan Hayes,14190,AW00025189,73,50 and Above,Regular,2014-01-01,139,1,153,2,2,139,153,1.10071942446043
Aidan Henderson,17172,AW00028171,53,50 and Above,Regular,2011-03-27,173,1,3578,1,1,173,3578,20.6820809248555
Aidan Hughes,17859,AW00028858,48,40 - 49,Regular,2013-06-07,146,1,13,2,2,146,13,0.089041095890411
Aidan Jenkins,12031,AW00023030,59,50 and Above,Regular,2013-08-30,144,1,30,1,1,144,30,0.208333333333333
Aidan Long,8882,AW00019881,70,50 and Above,Regular,2013-03-29,149,1,79,2,2,149,79,0.530201342281879
Aidan Patterson,12045,AW00023044,65,50 and Above,Regular,2013-04-09,148,1,37,3,3,148,37,0.25
Aidan Perry,1085,AW00012084,72,50 and Above,VIP,2013-07-19,145,2,5985,6,6,165,2992,36.2727272727273
Aidan Powell,16276,AW00027275,51,50 and Above,Regular,2012-11-27,153,1,2049,1,1,153,2049,13.3921568627451
Aidan Ross,542,AW00011541,61,50 and Above,VIP,2013-04-13,148,2,5973,5,5,167,2986,35.7664670658683
Aidan Russell,3468,AW00014467,59,50 and Above,Regular,2013-05-10,147,1,40,2,2,147,40,0.272108843537415
Aidan Simmons,12457,AW00023456,63,50 and Above,Regular,2013-05-23,147,1,157,4,4,147,157,1.06802721088435
Aidan Washington,12445,AW00023444,46,40 - 49,Regular,2013-10-06,142,1,549,2,2,142,549,3.86619718309859
Aidan Wood,3748,AW00014747,59,50 and Above,Regular,2013-09-28,143,2,1503,3,3,167,751,9
Aimee Chen,15592,AW00026591,56,50 and Above,Regular,2013-12-01,140,2,1957,3,3,157,978,12.4649681528662
Aimee Gao,11602,AW00022601,61,50 and Above,Regular,2013-08-22,144,1,565,3,3,144,565,3.92361111111111
Aimee Guo,6076,AW00017075,55,50 and Above,Regular,2013-08-22,144,2,77,3,3,144,38,0.534722222222222
Aimee He,94,AW00011093,47,40 - 49,VIP,2013-06-08,146,3,8180,7,7,172,2726,47.5581395348837
Aimee Hu,16982,AW00027981,43,40 - 49,Regular,2013-01-31,151,1,40,2,2,151,40,0.264900662251656
Aimee Huang,12161,AW00023160,43,40 - 49,Regular,2013-09-17,143,1,674,4,4,143,674,4.71328671328671
Aimee Li,6916,AW00017915,42,40 - 49,Regular,2013-09-07,143,2,4792,5,5,172,2396,27.8604651162791
Aimee Liu,17581,AW00028580,48,40 - 49,Regular,2013-06-09,146,2,4793,2,2,172,2396,27.8662790697674
Aimee Lu,9343,AW00020342,59,50 and Above,Regular,2013-10-07,142,1,79,2,2,142,79,0.556338028169014
Aimee Ma,10869,AW00021868,73,50 and Above,Regular,2013-02-05,150,1,5,1,1,150,5,0.0333333333333333
Aimee She,826,AW00011825,54,50 and Above,VIP,2013-02-12,150,2,5900,3,3,166,2950,35.5421686746988
Aimee Sun,7320,AW00018319,77,50 and Above,Regular,2013-04-24,148,1,60,3,3,148,60,0.405405405405405
Aimee Wang,10012,AW00021011,59,50 and Above,Regular,2013-06-18,146,2,2528,4,4,155,1264,16.3096774193548
Aimee Wu,5691,AW00016690,53,50 and Above,Regular,2013-10-01,142,2,166,5,5,143,83,1.16083916083916
Aimee Zeng,8343,AW00019342,51,50 and Above,Regular,2013-05-06,147,1,31,3,3,147,31,0.210884353741497
Aimee Zhang,15026,AW00026025,50,50 and Above,Regular,2013-10-22,142,2,1917,4,4,162,958,11.8333333333333
Aimee Zheng,13284,AW00024283,65,50 and Above,Regular,2013-10-18,142,2,3947,5,5,153,1973,25.797385620915
Aimee Zhou,9730,AW00020729,48,40 - 49,Regular,2013-06-20,146,1,78,4,4,146,78,0.534246575342466
Ajay Solanki,7296,AW00018295,60,50 and Above,Regular,2013-05-12,147,2,144,3,3,148,72,0.972972972972973
Al├¡cia Anand,18114,AW00029113,64,50 and Above,Regular,2013-04-24,148,1,2453,4,4,148,2453,16.5743243243243
Alan Cai,10051,AW00021050,52,50 and Above,Regular,2013-02-14,150,1,584,3,3,150,584,3.89333333333333
Alan Chen,2580,AW00013579,68,50 and Above,VIP,2013-11-18,141,4,7294,10,10,173,1823,42.1618497109827
Alan Gao,14654,AW00025653,42,40 - 49,Regular,2013-05-14,147,1,30,2,2,147,30,0.204081632653061
Alan Guo,1266,AW00012265,61,50 and Above,VIP,2013-08-06,144,2,5964,5,5,172,2982,34.6744186046512
Alan He,1211,AW00012210,41,40 - 49,VIP,2013-11-11,141,3,6825,6,5,161,2275,42.3913043478261
Alan Hu,677,AW00011676,54,50 and Above,Regular,2013-12-09,140,2,91,3,3,144,45,0.631944444444444
Alan Huang,1672,AW00012671,46,40 - 49,VIP,2013-08-29,144,3,6802,6,6,162,2267,41.9876543209877
Alan Li,16774,AW00027773,53,50 and Above,Regular,2013-11-20,141,1,777,2,2,141,777,5.51063829787234
Alan Liang,18064,AW00029063,62,50 and Above,Regular,2013-06-07,146,1,801,3,3,146,801,5.48630136986301
Alan Lin,11974,AW00022973,73,50 and Above,Regular,2013-12-28,140,1,7,2,2,140,7,0.05
Alan Liu,5465,AW00016464,46,40 - 49,Regular,2013-09-07,143,2,45,3,3,147,22,0.306122448979592
Alan Lu,8762,AW00019761,70,50 and Above,Regular,2013-12-12,140,1,68,3,3,140,68,0.485714285714286
Alan Ma,12907,AW00023906,47,40 - 49,Regular,2013-04-10,148,1,2443,1,1,148,2443,16.5067567567568
Alan She,14598,AW00025597,50,50 and Above,Regular,2013-12-17,140,1,540,1,1,140,540,3.85714285714286
Alan Shen,13258,AW00024257,66,50 and Above,Regular,2013-10-07,142,2,2771,5,5,154,1385,17.9935064935065
Alan Sun,1803,AW00012802,52,50 and Above,Regular,2014-01-12,139,1,40,2,2,139,40,0.287769784172662
Alan Wang,2623,AW00013622,46,40 - 49,VIP,2013-11-01,141,3,6841,7,7,157,2280,43.5732484076433
Alan Xu,5742,AW00016741,79,50 and Above,VIP,2013-03-20,149,2,6056,3,3,174,3028,34.8045977011494
Alan Yang,4606,AW00015605,55,50 and Above,Regular,2013-11-23,141,2,40,3,3,143,20,0.27972027972028
Alan Ye,9783,AW00020782,50,50 and Above,Regular,2013-09-10,143,1,1197,5,5,143,1197,8.37062937062937
Alan Zeng,11322,AW00022321,50,50 and Above,Regular,2013-08-12,144,1,1701,1,1,144,1701,11.8125
Alan Zhang,11836,AW00022835,72,50 and Above,Regular,2013-03-14,149,1,39,2,2,149,39,0.261744966442953
Alan Zheng,51,AW00011050,68,50 and Above,VIP,2013-11-19,141,3,5007,6,6,174,1669,28.7758620689655
Alan Zhou,5481,AW00016480,65,50 and Above,Regular,2014-01-12,139,2,145,5,5,146,72,0.993150684931507
Alan Zhu,6321,AW00017320,50,50 and Above,Regular,2013-11-25,141,2,4391,4,4,173,2195,25.3815028901734
Albert Alonso,6646,AW00017645,49,40 - 49,Regular,2013-11-12,141,2,132,4,4,142,66,0.929577464788732
Albert Alvarez,5625,AW00016624,42,40 - 49,VIP,2013-12-23,140,2,5938,4,4,176,2969,33.7386363636364
Albert Blanco,2582,AW00013581,73,50 and Above,VIP,2013-06-09,146,3,8375,8,7,175,2791,47.8571428571429
Albert Cabello,6858,AW00017857,40,40 - 49,Regular,2013-06-29,146,1,25,1,1,146,25,0.171232876712329
Albert Castro,7530,AW00018529,59,50 and Above,Regular,2014-01-28,139,1,40,2,2,139,40,0.287769784172662
Albert Diaz,1437,AW00012436,65,50 and Above,Regular,2013-06-16,146,1,42,3,3,146,42,0.287671232876712
Albert Dominguez,16126,AW00027125,51,50 and Above,Regular,2013-08-17,144,1,608,4,4,144,608,4.22222222222222
Albert Gomez,1384,AW00012383,47,40 - 49,VIP,2013-08-08,144,2,5898,2,2,171,2949,34.4912280701754
Albert Hernandez,14619,AW00025618,52,50 and Above,Regular,2013-01-01,151,1,2398,3,3,151,2398,15.8807947019868
Albert Jim├⌐nez,1390,AW00012389,47,40 - 49,Regular,2013-11-13,141,1,50,1,1,141,50,0.354609929078014
Albert Martin,15838,AW00026837,55,50 and Above,Regular,2013-05-13,147,1,549,2,2,147,549,3.73469387755102
Albert Moreno,1403,AW00012402,49,40 - 49,VIP,2013-06-02,146,3,5218,6,6,158,1739,33.0253164556962
Albert Navarro,10562,AW00021561,48,40 - 49,Regular,2013-08-29,144,2,4947,5,5,163,2473,30.3496932515337
Albert Ortega,10687,AW00021686,45,40 - 49,Regular,2013-07-19,145,1,10,1,1,145,10,0.0689655172413793
Albert Ramos,16717,AW00027716,53,50 and Above,Regular,2013-06-29,146,1,7,2,2,146,7,0.0479452054794521
Albert Romero,5132,AW00016131,60,50 and Above,Regular,2013-11-05,141,1,166,3,3,141,166,1.17730496453901
Albert Rubio,16847,AW00027846,57,50 and Above,Regular,2013-12-03,140,1,791,4,4,140,791,5.65
Albert Sanz,9162,AW00020161,71,50 and Above,Regular,2013-06-26,146,1,39,2,2,146,39,0.267123287671233
Albert Serrano,2329,AW00013328,80,50 and Above,Regular,2013-07-07,145,2,4708,6,5,148,2354,31.8108108108108
Albert Suarez,9951,AW00020950,40,40 - 49,Regular,2013-05-06,147,1,32,2,2,147,32,0.217687074829932
Albert Vazquez,6577,AW00017576,51,50 and Above,Regular,2013-08-16,144,1,1751,2,2,144,1751,12.1597222222222
Alberto Alonso,14351,AW00025350,63,50 and Above,Regular,2013-09-12,143,1,32,3,3,143,32,0.223776223776224
Alberto Alvarez,12359,AW00023358,40,40 - 49,Regular,2013-08-16,144,1,562,4,4,144,562,3.90277777777778
Alberto Blanco,16868,AW00027867,44,40 - 49,Regular,2013-08-07,144,1,2443,3,3,144,2443,16.9652777777778
Alberto Diaz,3175,AW00014174,69,50 and Above,Regular,2013-02-22,150,1,39,3,3,150,39,0.26
Alberto Dominguez,15079,AW00026078,52,50 and Above,Regular,2013-02-24,150,1,65,3,3,150,65,0.433333333333333
Alberto Gill,6734,AW00017733,40,40 - 49,Regular,2013-07-20,145,2,4757,4,4,172,2378,27.656976744186
Alberto Gomez,14178,AW00025177,47,40 - 49,Regular,2014-01-25,139,1,37,3,3,139,37,0.266187050359712
Alberto Gutierrez,4462,AW00015461,78,50 and Above,Regular,2013-09-24,143,2,89,5,5,150,44,0.593333333333333
Alberto Hernandez,14030,AW00025029,67,50 and Above,Regular,2013-07-30,145,2,2271,6,6,156,1135,14.5576923076923
Alberto Jim├⌐nez,4216,AW00015215,53,50 and Above,Regular,2013-10-12,142,2,4468,6,6,153,2234,29.202614379085
Alberto Martin,8389,AW00019388,39,30 - 39,Regular,2013-04-17,148,1,45,4,4,148,45,0.304054054054054
Alberto Mu├▒oz,2009,AW00013008,49,40 - 49,Regular,2013-12-17,140,3,100,7,6,144,33,0.694444444444444
Alberto Navarro,541,AW00011540,55,50 and Above,VIP,2013-03-21,149,2,5958,5,5,167,2979,35.6766467065868
Alberto Ortega,6951,AW00017950,61,50 and Above,Regular,2013-08-04,144,2,2732,5,5,152,1366,17.9736842105263
Alberto Ramos,1240,AW00012239,78,50 and Above,VIP,2013-12-17,140,3,6901,8,7,161,2300,42.8633540372671
Alberto Romero,587,AW00011586,54,50 and Above,Regular,2013-10-28,142,1,9,1,1,142,9,0.0633802816901408
Alberto Rowe,15974,AW00026973,47,40 - 49,Regular,2013-05-12,147,1,39,2,2,147,39,0.26530612244898
Alberto Ruiz,14213,AW00025212,57,50 and Above,Regular,2013-11-15,141,1,27,3,3,141,27,0.191489361702128
Alberto Sanz,9925,AW00020924,42,40 - 49,Regular,2013-06-28,146,1,70,3,3,146,70,0.479452054794521
Alberto Serrano,4801,AW00015800,55,50 and Above,Regular,2013-11-27,141,2,4399,3,2,153,2199,28.7516339869281
Alberto Suarez,7720,AW00018719,55,50 and Above,Regular,2014-01-09,139,2,89,3,3,148,44,0.601351351351351
Alejandro Anand,17900,AW00028899,65,50 and Above,Regular,2013-12-25,140,1,60,3,3,140,60,0.428571428571429
Alejandro Andersen,17692,AW00028691,49,40 - 49,Regular,2013-10-03,142,1,777,2,2,142,777,5.47183098591549
Alejandro Beck,26,AW00011025,74,50 and Above,VIP,2013-10-25,142,3,6577,6,6,175,2192,37.5828571428571
Alejandro Cai,2939,AW00013938,52,50 and Above,Regular,2013-03-17,149,2,3071,6,6,153,1535,20.0718954248366
Alejandro Chander,13456,AW00024455,55,50 and Above,Regular,2013-04-15,148,1,75,3,3,148,75,0.506756756756757
Alejandro Chavez,6847,AW00017846,45,40 - 49,Regular,2013-07-30,145,1,70,3,3,145,70,0.482758620689655
Alejandro Chen,3948,AW00014947,49,40 - 49,VIP,2013-11-07,141,3,6658,6,6,169,2219,39.396449704142
Alejandro Deng,13514,AW00024513,44,40 - 49,Regular,2013-04-11,148,1,39,3,3,148,39,0.263513513513513
Alejandro Gao,4066,AW00015065,44,40 - 49,Regular,2013-03-02,149,1,24,2,2,149,24,0.161073825503356
Alejandro Goel,2078,AW00013077,58,50 and Above,VIP,2013-11-10,141,3,6766,6,5,160,2255,42.2875
Alejandro Guo,6800,AW00017799,55,50 and Above,Regular,2013-05-31,147,2,3908,3,3,154,1954,25.3766233766234
Alejandro Hu,2126,AW00013125,50,50 and Above,Regular,2013-12-20,140,3,138,6,5,147,46,0.938775510204082
Alejandro Huang,465,AW00011464,48,40 - 49,VIP,2013-07-01,145,3,8128,7,7,169,2709,48.094674556213
Alejandro Kumar,3056,AW00014055,60,50 and Above,VIP,2013-12-28,140,3,5177,6,6,156,1725,33.1858974358974
Alejandro Lal,1214,AW00012213,51,50 and Above,Regular,2013-04-01,148,2,4419,5,5,159,2209,27.7924528301887
Alejandro Li,16520,AW00027519,61,50 and Above,Regular,2013-11-30,141,1,79,2,2,141,79,0.560283687943262
Alejandro Liang,18194,AW00029193,53,50 and Above,Regular,2013-12-10,140,1,50,3,3,140,50,0.357142857142857
Alejandro Lin,1564,AW00012563,79,50 and Above,Regular,2013-07-01,145,2,119,4,4,145,59,0.820689655172414
Alejandro Liu,8556,AW00019555,51,50 and Above,VIP,2013-04-16,148,2,6110,4,4,168,3055,36.3690476190476
Alejandro Lu,14621,AW00025620,52,50 and Above,Regular,2013-04-10,148,1,40,2,2,148,40,0.27027027027027
Alejandro Luo,1317,AW00012316,61,50 and Above,VIP,2013-03-19,149,3,6799,6,6,159,2266,42.7610062893082
Alejandro Ma,6188,AW00017187,65,50 and Above,Regular,2013-07-31,145,2,3310,4,4,161,1655,20.5590062111801
Alejandro Nara,8365,AW00019364,52,50 and Above,Regular,2013-12-01,140,3,4313,6,6,171,1437,25.2222222222222
Alejandro Nath,13867,AW00024866,63,50 and Above,Regular,2013-03-09,149,1,27,3,3,149,27,0.181208053691275
Alejandro Rai,10991,AW00021990,49,40 - 49,Regular,2013-04-06,148,1,99,4,4,148,99,0.668918918918919
Alejandro Raji,5945,AW00016944,82,50 and Above,Regular,2013-01-03,151,2,4253,5,5,156,2126,27.2628205128205
Alejandro Shan,16439,AW00027438,68,50 and Above,Regular,2013-05-21,147,1,27,3,3,147,27,0.183673469387755
Alejandro Sharma,10941,AW00021940,60,50 and Above,Regular,2013-03-21,149,1,571,4,4,149,571,3.83221476510067
Alejandro She,6874,AW00017873,51,50 and Above,Regular,2013-07-15,145,2,4203,4,4,155,2101,27.1161290322581
Alejandro Shen,4443,AW00015442,58,50 and Above,Regular,2013-07-03,145,1,94,3,3,145,94,0.648275862068965
Alejandro Sun,12924,AW00023923,48,40 - 49,Regular,2013-06-16,146,1,1174,2,2,146,1174,8.04109589041096
Alejandro Tang,543,AW00011542,46,40 - 49,Regular,2013-05-11,147,1,34,3,3,147,34,0.231292517006803
Alejandro Wang,6311,AW00017310,58,50 and Above,VIP,2013-06-05,146,2,6029,3,3,173,3014,34.849710982659
Alejandro Wu,7456,AW00018455,42,40 - 49,Regular,2013-11-16,141,1,64,3,3,141,64,0.453900709219858
Alejandro Xie,14782,AW00025781,76,50 and Above,Regular,2013-07-26,145,1,40,2,2,145,40,0.275862068965517
Alejandro Xu,5354,AW00016353,44,40 - 49,Regular,2013-06-09,146,1,107,3,3,146,107,0.732876712328767
Alejandro Xu,15586,AW00026585,63,50 and Above,Regular,2013-12-18,140,2,1903,2,2,159,951,11.9685534591195
Alejandro Yang,11177,AW00022176,66,50 and Above,Regular,2013-07-05,145,1,101,4,4,145,101,0.696551724137931
Alejandro Ye,4030,AW00015029,41,40 - 49,Regular,2013-06-10,146,2,3826,3,3,154,1913,24.8441558441558
Alejandro Yuan,6548,AW00017547,58,50 and Above,Regular,2013-07-13,145,1,5,1,1,145,5,0.0344827586206897
Alejandro Zeng,7172,AW00018171,69,50 and Above,Regular,2013-08-31,144,2,3319,5,5,158,1659,21.0063291139241
Alejandro Zhang,10993,AW00021992,54,50 and Above,Regular,2013-12-28,140,1,184,5,5,140,184,1.31428571428571
Alejandro Zhao,6788,AW00017787,52,50 and Above,Regular,2013-07-15,145,2,2726,3,3,153,1363,17.8169934640523
Alejandro Zheng,16962,AW00027961,71,50 and Above,Regular,2013-03-23,149,1,29,2,2,149,29,0.194630872483221
Alejandro Zhou,1305,AW00012304,68,50 and Above,Regular,2013-12-28,140,2,123,5,5,143,61,0.86013986013986
Alejandro Zhu,17913,AW00028912,69,50 and Above,Regular,2013-10-02,142,1,55,2,2,142,55,0.387323943661972
Alex Adams,10140,AW00021139,52,50 and Above,Regular,2013-08-25,144,1,1736,2,2,144,1736,12.0555555555556
Alex Allen,8664,AW00019663,40,40 - 49,Regular,2013-08-25,144,1,70,1,1,144,70,0.486111111111111
Alex Bailey,17677,AW00028676,52,50 and Above,Regular,2011-05-21,171,1,3578,1,1,171,3578,20.9239766081871
Alex Baker,16073,AW00027072,49,40 - 49,Regular,2013-05-02,147,1,31,2,2,147,31,0.210884353741497
Alex Bell,5755,AW00016754,47,40 - 49,Regular,2013-08-02,144,2,3118,7,7,149,1559,20.9261744966443
Alex Brooks,3252,AW00014251,77,50 and Above,Regular,2013-11-06,141,1,72,2,2,141,72,0.51063829787234
Alex Campbell,985,AW00011984,63,50 and Above,Regular,2013-05-06,147,2,4730,6,6,150,2365,31.5333333333333
Alex Carter,1043,AW00012042,44,40 - 49,VIP,2013-07-12,145,2,5975,4,4,165,2987,36.2121212121212
Alex Collins,17782,AW00028781,64,50 and Above,Regular,2013-08-05,144,1,2,1,1,144,2,0.0138888888888889
Alex Cook,7520,AW00018519,49,40 - 49,Regular,2013-12-07,140,1,2362,4,4,140,2362,16.8714285714286
Alex Cooper,16363,AW00027362,48,40 - 49,Regular,2013-06-04,146,2,1407,5,5,153,703,9.19607843137255
Alex Cox,4916,AW00015915,67,50 and Above,Regular,2013-09-28,143,2,3103,2,2,154,1551,20.1493506493506
Alex Edwards,3506,AW00014505,82,50 and Above,Regular,2013-02-14,150,1,62,3,3,150,62,0.413333333333333
Alex Evans,1366,AW00012365,72,50 and Above,Regular,2013-06-06,146,2,54,4,4,148,27,0.364864864864865
Alex Gonzalez,3453,AW00014452,58,50 and Above,Regular,2013-07-08,145,2,3377,4,4,153,1688,22.0718954248366
Alex Gray,17057,AW00028056,67,50 and Above,Regular,2013-11-27,141,1,30,2,2,141,30,0.212765957446809
Alex Green,9318,AW00020317,74,50 and Above,Regular,2013-03-28,149,1,59,2,2,149,59,0.395973154362416
Alex Hernandez,15815,AW00026814,55,50 and Above,Regular,2012-07-13,157,1,2049,1,1,157,2049,13.0509554140127
Alex Hill,8788,AW00019787,64,50 and Above,VIP,2013-04-30,148,2,6054,3,3,167,3027,36.251497005988
Alex Howard,11057,AW00022056,41,40 - 49,Regular,2013-09-07,143,1,35,2,2,143,35,0.244755244755245
